layer,neuron,concept,AP,AUROC,ΔP,P(fire|1),P(fire|0),lift,label_support,neuron_fires_total
3,125,female,0.23174045503445959,0.5398840668923771,-0.014858921175430917,0.006585439665267561,0.02144436084069848,0.3070942386150395,152,12
3,125,male,0.1852479573582792,0.46299960427384246,-0.0037539149652055064,0.0150448865430595,0.018798801508265007,0.8003109419313043,133,12
3,125,family,0.1463799660209794,0.40582386800874204,-0.02197136974775064,8.403220113947665e-06,0.02197977296786459,0.00038231605603257295,119,12
3,125,marriage,0.218372880451595,0.47970275066548357,-0.007414758187197475,0.012428417038297659,0.019843175225495134,0.6263320711749251,161,12
3,125,love,0.19702472089334588,0.6397605695422186,0.005696762981395372,0.02299947127652238,0.017302708295127006,1.3292411154888697,87,12
3,125,wealth,0.16687396933835197,0.4580444444444445,-0.022215991890991424,7.999872002047968e-06,0.022223991762993472,0.00035996557625660565,125,12
3,125,emotion,0.2680084901125349,0.6282055177442878,0.00825534790280548,0.024801242954661906,0.016545895051856427,1.4989363147435355,121,12
3,125,scandal,0.09097753540902069,0.3854459434139029,-0.004648979221450243,0.013902391600233327,0.01855137082168357,0.7493996930531014,72,12
3,125,duty,0.1135346491413466,0.4514401622718052,-0.020679543531934776,1.1764429072257124e-05,0.020691307961007033,0.0005685686518154742,85,12
3,125,class,0.14421361055797405,0.4377699254024342,-0.009325420229749668,0.010110906850366658,0.019436327080116327,0.520206662923988,99,12
3,125,society,0.3139611916476346,0.6416216370757927,0.034570675313256576,0.04580846093952764,0.011237785626271065,4.076288911256938,131,12
3,159,female,0.2866024976115079,0.5425002564891761,0.06384392745615454,0.06579518690543544,0.0019512594492808995,33.71934311245165,152,11
3,159,male,0.19998607630186577,0.49333625416925775,-0.011272598894770475,0.007526202613494532,0.018798801508265007,0.40035544871226164,133,11
3,159,family,0.20892934595653673,0.5218548958044756,0.04126841679503477,0.05042772390379994,0.00915930710876517,5.505626495484201,119,11
3,159,marriage,0.24446017097210299,0.497775559499162,0.0027645830017444216,0.018639520005962657,0.015874937004218236,1.1741476517252118,161,11
3,159,love,0.12984577431038413,0.4830966869506424,-0.019021312126213795,1.1493988643939221e-05,0.019032806114857734,0.0006039040472525317,87,11
3,159,wealth,0.18663905753689036,0.4993037037037037,-0.02036414689782473,7.999872002047968e-06,0.02037214676982678,0.0003926867448993596,125,11
3,159,emotion,0.18863242021136759,0.4905353670393777,-0.010111533052087302,0.008272590535693625,0.018384123587780927,0.44998558107725334,121,11
3,159,scandal,0.10827067669172932,0.4772344013490725,-0.018537482318586433,1.3888503097136193e-05,0.01855137082168357,0.0007486510420110904,72,11
3,159,duty,0.1266638819270398,0.4899898580121703,-0.018955411546183,1.1764429072257124e-05,0.018967175975255258,0.000620252012581359,85,11
3,159,class,0.14887218045112782,0.47614840989399293,-0.019426226274072003,1.0100806044322337e-05,0.019436327080116327,0.0005196869759480399,99,11
3,159,society,0.19699248120300752,0.4747191011235955,-0.02059341296678361,7.63347124471382e-06,0.020601046438028323,0.00037053803394435065,131,11
3,181,female,0.38646646494923265,0.6422809582435621,0.10307312393983875,0.13816265575452955,0.03508953181469079,3.9374322940595103,152,39
3,181,male,0.30778557381575894,0.6842105263157894,0.058274909465449005,0.10526909369783911,0.04699418423239011,2.240045133564501,133,39
3,181,family,0.2168524035492305,0.6112906701141995,-0.0304828771147152,0.03362128367590461,0.06410416079061981,0.5244789614389561,119,39
3,181,marriage,0.21534314096057092,0.4344868382135462,-0.02820508586122182,0.03727282890895765,0.06547791477017947,0.5692427597795696,161,39
3,181,love,0.11951883423250717,0.45775166050192895,-0.0013436187603244262,0.05748143720834004,0.05882505596866447,0.977159073813422,87,39
3,181,wealth,0.16424827827302718,0.46194814814814816,-0.06236408971127745,0.008007871874050014,0.07037196158532746,0.11379350089916862,125,39
3,181,emotion,0.1685224669802145,0.44577205882352944,-0.03127426782174738,0.033065569164146054,0.06433983698589343,0.5139206238722953,121,39
3,181,scandal,0.09189603839890818,0.4610853475735432,-0.050180022961606265,0.013902391600233327,0.06408241456183959,0.21694550205502258,72,39
3,181,duty,0.10822503577153392,0.3980324543610548,-0.013276862915197057,0.047069480718100756,0.060346343633297814,0.7799889418875884,85,39
3,181,class,0.1480638651016386,0.5380929435699754,-0.03329326337271195,0.030312518939011334,0.06360578231172329,0.4765686048789909,99,39
3,181,society,0.17818637047262692,0.476820482031049,-0.03500317988436316,0.0305415184501,0.06554469833446316,0.4659647420114132,131,39
3,251,female,0.19693346139730322,0.3788601621011593,-0.00633075023182606,0.01316430046973066,0.01949505070155672,0.6752637205505806,152,12
3,251,male,0.18791365501390736,0.4788145174967494,-0.022550667187552123,7.518683929564969e-06,0.022558185871481687,0.0003333017988266899,133,12
3,251,family,0.16857301414005738,0.4419306184012066,-0.011736654511074487,0.008411623334061612,0.0201482778451361,0.4174859706768803,119,12
3,251,marriage,0.2811031090466207,0.5548222912353347,0.017170908047712867,0.031061725941292653,0.013890817893579788,2.236133694720235,161,12
3,251,love,0.1544923477146595,0.503738615121505,0.01892084944506532,0.0344934599204616,0.015572610475396279,2.215008201273899,87,12
3,251,wealth,0.18105645943491983,0.46686666666666665,-0.0025125579005621027,0.016007743876097984,0.018520301776660086,0.8643349373176604,125,12
3,251,emotion,0.1851080615756593,0.48342549829849296,-0.0018472068426031614,0.016536916745177765,0.018384123587780927,0.8995216261094745,121,12
3,251,scandal,0.10085517429631354,0.5226016488664044,-0.020223817271925546,1.3888503097136193e-05,0.020237705775022683,0.0006862686537122737,72,12
3,251,duty,0.11100761649256348,0.4442393509127789,-0.020679543531934776,1.1764429072257124e-05,0.020691307961007033,0.0005685686518154742,85,12
3,251,class,0.1368934777426015,0.46092550951208194,-0.02119300448333628,1.0100806044322337e-05,0.021203105289380603,0.00047638333659102554,99,12
3,251,society,0.17135916789351766,0.45725047888612513,-0.012959941722069789,0.007641104715958534,0.020601046438028323,0.37090857197829497,131,12
3,303,female,0.2512001172960292,0.5214809685031292,0.028999338652451967,0.13816265575452955,0.10916331710207758,1.2656509477819302,152,77
3,303,male,0.20486293460455773,0.4610068404092939,0.005643358786678723,0.12030646155696907,0.11466310277029035,1.049216867931222,133,77
3,303,family,0.2152345036939417,0.5050481731154,0.07391046724509685,0.17647602561301493,0.10256555836791807,1.7206168271248354,119,77
3,303,marriage,0.25071781412679217,0.5500221827861579,-0.029844613360751893,0.09317275561794262,0.12301736897869452,0.757395125507211,161,77
3,303,love,0.11632292925154991,0.4739092391520503,-0.093535508837432,0.0344934599204616,0.1280289687578936,0.2694191811028353,87,77
3,303,wealth,0.15670922744419177,0.4395851851851852,-0.07362389748032379,0.056007103886337825,0.1296310013666616,0.4320502294623918,125,77
3,303,emotion,0.16790994818402044,0.46559005833738454,-0.08092184269606115,0.049594221583114335,0.13051606427917548,0.37998557385741955,121,77
3,303,scandal,0.1091309893012678,0.5310099306726626,-0.08311107508754192,0.04167939779450571,0.12479047288204763,0.3339950304825531,72,77
3,303,duty,0.12267930797261782,0.5019675456389452,-0.10577100048978226,0.023540622573586505,0.12931162306336877,0.18204568170850696,85,77
3,303,class,0.12525442936458203,0.4347895920334083,-0.0648280825639947,0.06061493707197835,0.12544301963597304,0.4832069352873957,99,77
3,303,society,0.16600408959798446,0.4443491437230179,-0.08715171523958781,0.04580846093952764,0.13296017617911546,0.3445276793065683,131,77
3,327,female,0.29087173946563216,0.5541897506925209,0.05702109830859705,0.09211063012328784,0.03508953181469079,2.625017358655645,152,32
3,327,male,0.2503554924959929,0.565591610605461,0.024440874180840844,0.06767567405001428,0.04323479986917343,1.56530559302304,133,32
3,327,family,0.26426594702083794,0.5936836272970727,0.06421531063779343,0.10084704458748592,0.0366317339496925,2.7529967520300653,119,32
3,327,marriage,0.23222200242960034,0.5116028295376122,-0.03890191832166302,0.018639520005962657,0.057541438327625684,0.32393211826771245,161,32
3,327,love,0.11526504955686305,0.45518633416855586,-0.042129279876889136,0.011505482632583159,0.05363476250947229,0.21451540184104834,87,32
3,327,wealth,0.17468376111742853,0.49532592592592595,-0.02969774076868129,0.02400761587814595,0.05370535664682724,0.44702460567529306,125,32
3,327,emotion,0.17009043054309286,0.4989669421487603,-0.03861177756109317,0.016536916745177765,0.05514869430627094,0.299860530750544,121,32
3,327,scandal,0.10604238616431501,0.5232340266067079,-0.03837567828823248,0.013902391600233327,0.05227806988846581,0.26593161586929015,72,32
3,327,duty,0.12707213467764739,0.4935801217038539,-0.02818506113095245,0.023540622573586505,0.051725683704538956,0.4551051022853024,85,32
3,327,class,0.126836862532084,0.4247867366241924,-0.020925815907862005,0.030312518939011334,0.05123833484687334,0.5915984395084116,99,32
3,327,society,0.16751880313417594,0.4176530291334305,-0.05041298496909884,0.007641104715958534,0.05805408968505737,0.13162043806525606,131,32
3,344,female,0.22857142857142856,0.48830409356725146,-0.023387092119035773,6.578860804463099e-06,0.023393670979840235,0.00028122396052553204,152,12
3,344,male,0.2721804511278195,0.5451127819548872,0.09022984614652757,0.09023172583870918,1.87969218160834e-06,48003.43307172256,133,12
3,344,family,0.19868298196471573,0.519761750854188,0.03943692167230628,0.05042772390379994,0.010990802231493658,4.588174988238197,119,12
3,344,marriage,0.2426718971341397,0.49223602484472045,-0.015609980265500926,0.006217314070632662,0.021827294336133587,0.28484126225647144,161,12
3,344,love,0.13036824035009154,0.49614206737461725,-0.007527323482274575,0.011505482632583159,0.019032806114857734,0.6045079512997841,87,12
3,344,wealth,0.18796992481203006,0.4888888888888889,-0.022215991890991424,7.999872002047968e-06,0.022223991762993472,0.00035996557625660565,125,12
3,344,emotion,0.18195488721804512,0.4889705882352941,-0.022052316333420446,8.26432620948414e-06,0.02206058065962993,0.0003746196138995082,121,12
3,344,scandal,0.12065580618212199,0.4977983886078321,-0.004648979221450243,0.013902391600233327,0.01855137082168357,0.7493996930531014,72,12
3,344,duty,0.12781954887218044,0.4896551724137931,-0.020679543531934776,1.1764429072257124e-05,0.020691307961007033,0.0005685686518154742,85,12
3,344,class,0.14887218045112782,0.48939929328621906,-0.02119300448333628,1.0100806044322337e-05,0.021203105289380603,0.00047638333659102554,99,12
3,344,society,0.19699248120300752,0.4887640449438202,-0.02246606512913506,7.63347124471382e-06,0.022473698600379774,0.00033966243741673935,131,12
3,548,female,0.21038521732276902,0.4507604904073048,-0.02070685159285619,0.006585439665267561,0.02729229125812375,0.2412930304290983,152,15
3,548,male,0.2839885517786984,0.5893634462095086,0.056395641268182625,0.06767567405001428,0.011280032781831649,5.999599057284434,133,15
3,548,family,0.18996194970048194,0.5186305291347308,0.013473005830768513,0.03362128367590461,0.0201482778451361,1.6686926760021963,119,15
3,548,marriage,0.2138897991099428,0.3864302967563837,-0.02975755967571972,6.211102967664998e-06,0.029763770778687384,0.0002086799758552043,161,15
3,548,love,0.15873852681811795,0.5304458497394902,0.013730555985873139,0.0344934599204616,0.02076290393458846,1.661302293141106,87,15
3,548,wealth,0.17472828169306456,0.39994814814814816,-0.0277715268704915,7.999872002047968e-06,0.027779526742493548,0.00028797726022894465,125,15
3,548,emotion,0.21290280210309706,0.5703466820612543,0.012843217040440627,0.033065569164146054,0.020222352123705427,1.6351000595895178,121,15
3,548,scandal,0.1123675285760806,0.5119214914746112,-0.00970798408146758,0.013902391600233327,0.023610375681700907,0.5888255141327325,72,15
