layer,AP,AUROC,ΔP,P(fire|1),P(fire|0),lift,label_support,neuron_fires_total
1,0.2653412939931364,0.5544594849805188,0.04015875694375949,0.06149583365855565,0.021337076714796118,2057.654788180323,134.08510638297872,19.48936170212766
2,0.23679455427032073,0.5487687506187524,0.02385932047201559,0.04008047968592901,0.01622115921391337,1599.6489847086127,125.43786982248521,13.846153846153847
3,0.22469667834375953,0.5407874142771436,0.028205229017641983,0.05719100102391285,0.02898577200627082,922.7582781165021,122.02068965517242,22.82758620689655
4,0.21622979341872955,0.5392582469905274,0.034309530275872545,0.07062846888025572,0.036318938604383115,238.50127134367457,118.78620689655172,28.395402298850573
5,0.20848855048597784,0.5361823503952082,0.033768085152309585,0.07029852284765505,0.03653043769534542,536.8672216599319,116.42728635682158,28.388305847076463
6,0.20519151040568878,0.5337586074527145,0.03412913490871489,0.07254894648428671,0.038419811575571776,848.4946145305211,115.86914765906363,29.66266506602641
7,0.20427972169036648,0.531668917000486,0.03525116297590302,0.08084461733960281,0.045593454363699736,563.2588233528385,117.04464285714286,34.511160714285715
8,0.20103364194545037,0.5289926060067539,0.034033080944173386,0.07914345546240951,0.045110374518236074,790.0420424963822,116.22157996146436,34.05780346820809
