layer,neuron,primary_concept,primary_AP,secondary_concept,secondary_AP,polarity_score,polarity_flag
4,10,female,0.3509168237624777,family,0.296089705648193,0.15623963926892107,two-strong
4,52,male,0.3203491896267827,emotion,0.3063566006572129,0.043679176907525465,two-strong
4,76,marriage,0.3788278561452186,scandal,0.1572724990710201,0.5848444165215342,dominant
4,117,female,0.217935318278273,male,0.212643650917469,0.02428090764878398,two-strong
4,208,family,0.3856691013640105,male,0.3140853527455205,0.1856092390593589,two-strong
4,241,female,0.2705907103525236,marriage,0.2398761483900803,0.11350929900335181,two-strong
4,484,female,0.2886377399188872,male,0.2122956118000273,0.26449115031119064,leaning
4,525,female,0.3665616940053875,family,0.2872190752968764,0.2164509270597545,leaning
4,560,love,0.2495549198958556,wealth,0.2165705329314591,0.1321728573653796,two-strong
4,569,female,0.4630778357434191,,,0.9999999978405357,dominant
4,955,female,0.256604456729848,male,0.2551866351697587,0.005525319289589155,two-strong
4,1355,female,0.2813566763624389,marriage,0.2329713171818435,0.17197160427888544,two-strong
4,1536,female,0.2959671155803376,family,0.2904356240850825,0.018689547538818015,two-strong
4,1578,female,0.2407881016409637,,,0.9999999958469709,dominant
4,1643,family,0.3188938595919028,female,0.2754312105538201,0.13629189648684725,two-strong
4,1853,marriage,0.2973414180127477,duty,0.1503957571255484,0.4941984247438444,leaning
4,2030,female,0.3892235316182338,male,0.3384749112871258,0.13038425500568152,two-strong
4,2032,marriage,0.2436872409782626,family,0.1987899436090225,0.1842414769224769,two-strong
4,2068,male,0.2986830235170356,female,0.2600339001493295,0.129398459889714,two-strong
4,2074,marriage,0.2982707827593438,wealth,0.1947893566591199,0.34693785558198237,leaning
4,2107,society,0.4465228695154883,scandal,0.2001099097063363,0.5518484630466532,dominant
4,2130,male,0.6121657496859243,family,0.2224533377708948,0.6366125701713327,dominant
4,2209,family,0.2483519324699423,marriage,0.243525889888119,0.019432273042510474,two-strong
4,2425,emotion,0.2621648617948887,male,0.2333932718296545,0.10974617139194723,two-strong
4,2458,emotion,0.3392574636032812,wealth,0.2966399102961125,0.12562009020790318,two-strong
4,2552,family,0.2702729174477463,marriage,0.2442676588229489,0.09621851413805323,two-strong
4,2755,male,0.2786090414573385,family,0.2357906547719459,0.1536862777594488,two-strong
4,2861,family,0.3411910925186131,male,0.2508809883695633,0.2646906846767473,leaning
4,2907,male,0.2326200115673799,love,0.1445932539682539,0.3784143790020151,leaning
4,3140,male,0.2594633972742491,society,0.2152176805427672,0.1705277778128645,two-strong
4,3385,love,0.1498459606141255,duty,0.1362484735898847,0.0907430996322493,two-strong
4,3419,female,0.4159913327784812,male,0.2348258410061597,0.4355030431205897,leaning
4,3453,female,0.3166601458956538,marriage,0.2725380327647919,0.1393358575855176,two-strong
4,3552,female,0.358842883334915,family,0.2353637076186061,0.3441037320418576,leaning
