layer,neuron,primary_concept,primary_AP,secondary_concept,secondary_AP,polarity_score,polarity_flag
2,285,female,0.2818377615453639,marriage,0.2498281995310857,0.11357442567379877,two-strong
2,301,male,0.2326200115673799,,,0.9999999957011437,dominant
2,422,female,0.29156223893066,marriage,0.2337941628264208,0.19813291363784885,two-strong
2,999,male,0.2498495765654049,family,0.2240599364552509,0.10322066725689324,two-strong
2,1240,male,0.2697513013302486,family,0.2243998668546366,0.16812313447180166,two-strong
2,1466,male,0.5623756140668799,,,0.9999999982218291,dominant
2,1580,male,0.3109128135089241,family,0.2937183622519693,0.055303128255143885,two-strong
2,1758,female,0.2384294068504595,,,0.9999999958058865,dominant
2,2583,family,0.24953164928252,marriage,0.2437624853923665,0.02311996848344347,two-strong
