layer,neuron_id,concept,AP,AUROC,P(fire|label=1),P(fire|label=0),lift,label_support,neuron_fires_total
1,2158,female,0.3050909090909091,0.5545454545454546,0.1,0.0,100000000.0,110,11
1,236,female,0.29724242424242425,0.5465151515151515,0.1,0.007692307692307693,12.999998310000219,110,14
1,2660,female,0.2955757575757576,0.5476223776223778,0.1,0.005128205128205128,19.499996197500742,110,13
1,1032,female,0.2907089072543618,0.5486829836829837,0.1,0.002564102564102564,38.99998479000593,110,12
1,1631,female,0.2900826446280992,0.5407692307692307,0.09090909090909091,0.007692307692307693,11.81818028181838,110,13
1,1150,female,0.2767272727272727,0.5363636363636364,0.07272727272727272,0.0,72727272.72727272,110,8
1,1208,female,0.2599693282553579,0.5153846153846153,0.3,0.2794871794871795,1.073394491572258,110,142
1,1809,female,0.2554545454545455,0.5227272727272727,0.045454545454545456,0.0,45454545.45454545,110,5
1,956,female,0.2538079166189426,0.4857575757575758,0.2636363636363636,0.23846153846153847,1.1055718428710621,110,122
1,1342,female,0.24547065859836759,0.5279720279720279,0.08181818181818182,0.02564102564102564,3.1909089664636414,110,19
1,452,male,0.25660377358490566,0.5283018867924528,0.05660377358490566,0.0,56603773.58490566,106,6
1,1829,male,0.23841493098096872,0.5243391437601763,0.0660377358490566,0.017766497461928935,3.7169809228625454,106,14
1,179,male,0.23670739327564796,0.5299779714586725,0.27358490566037735,0.19543147208121828,1.3999019776445103,106,106
1,870,male,0.23170225162677996,0.5240997030935735,0.05660377358490566,0.017766497461928935,3.185983648167896,106,13
1,1342,male,0.23065923384791306,0.5063930657982951,0.04716981132075472,0.03553299492385787,1.3274932240960735,106,19
1,1425,male,0.22879874213836476,0.511636816396897,0.02830188679245283,0.005076142131979695,5.5754705997455,106,5
1,2044,male,0.22564022364326686,0.5171200076621013,0.02830188679245283,0.017766497461928935,1.592991824083948,106,10
1,668,male,0.2240817610062893,0.5116128723302367,0.02830188679245283,0.005076142131979695,5.5754705997455,106,5
1,335,male,0.22395613485782304,0.5123551383967053,0.05660377358490566,0.03807106598984772,1.4867924137771078,106,21
1,275,male,0.22274528301886792,0.5077937936979218,0.018867924528301886,0.01015228426395939,1.8584903829764332,106,6
1,1829,family,0.2803544120488565,0.5472293083900226,0.10185185185185185,0.007653061224489796,13.308640236312984,108,14
1,2660,family,0.2685950232894677,0.5425406273620559,0.09259259259259259,0.007653061224489796,12.09876385119362,108,13
1,1032,family,0.2588181818181818,0.5262542517006803,0.06481481481481481,0.012755102040816327,5.081481083093364,108,12
1,236,family,0.25381308506308503,0.5294784580498866,0.07407407407407407,0.015306122448979591,4.839505856658457,108,14
1,1631,family,0.2529863654863655,0.5296201814058956,0.07407407407407407,0.012755102040816327,5.807406952106702,108,13
1,2158,family,0.2432766955266955,0.5202191987906274,0.05555555555555555,0.012755102040816327,4.355555214080026,108,11
1,966,family,0.24318518518518517,0.5160383597883598,0.037037037037037035,0.00510204081632653,7.259257836444723,108,6
1,819,family,0.23546296296296293,0.500224395313681,0.027777777777777776,0.02040816326530612,1.36111104441667,108,11
1,2223,family,0.23407407407407405,0.5113614890400605,0.027777777777777776,0.00510204081632653,5.444443377333542,108,5
1,668,family,0.23315432098765435,0.5171957671957672,0.037037037037037035,0.002551020408163265,14.51851282726149,108,5
1,1406,marriage,0.2811803278688525,0.5245901639344263,0.040983606557377046,0.0,40983606.55737704,122,5
1,819,marriage,0.2775151023839549,0.5249587995489636,0.04918032786885246,0.013227513227513227,3.7180325058019887,122,11
1,654,marriage,0.27115532270001197,0.5442579581923844,0.00819672131147541,0.010582010582010581,0.7745900907356628,122,5
1,179,marriage,0.25642874636143087,0.5042718362390494,0.22950819672131148,0.20634920634920634,1.1122320248747697,122,106
1,236,marriage,0.2553740685543964,0.5033177205308352,0.03278688524590164,0.026455026455026454,1.2393442154478709,122,14
1,2498,marriage,0.25521311475409836,0.5096278948737964,0.02459016393442623,0.005291005291005291,4.647540105221477,122,5
1,1191,marriage,0.2520027322404371,0.5056487986815855,0.02459016393442623,0.013227513227513227,1.8590162529009944,122,8
1,1893,marriage,0.2501967213114754,0.49885072426056026,0.00819672131147541,0.010582010582010581,0.7745900907356628,122,5
1,254,marriage,0.24956284153005465,0.49496920808396216,0.00819672131147541,0.013227513227513227,0.6196720843003315,122,6
1,2483,marriage,0.24823767489341259,0.5084894613583137,0.00819672131147541,0.013227513227513227,0.6196720843003315,122,6
1,245,love,0.16577743406036016,0.5651661129568106,0.2571428571428571,0.15813953488372093,1.6260504098856896,70,86
1,275,love,0.1645714285714286,0.5075083056478404,0.02857142857142857,0.009302325581395349,3.0714282412500356,70,6
1,2467,love,0.16114744375834955,0.5365282392026578,0.22857142857142856,0.16511627906976745,1.3843058266262362,70,87
1,2044,love,0.1604669312169312,0.5107641196013288,0.04285714285714286,0.01627906976744186,2.632652899504383,70,10
1,179,love,0.15723053180700933,0.5089867109634552,0.21428571428571427,0.2116279069767442,1.012558864917108,70,106
1,654,love,0.15526166830368512,0.5285548172757476,0.014285714285714285,0.009302325581395349,1.5357141206250178,70,5
1,1767,love,0.15399872288557392,0.546843853820598,0.22857142857142856,0.19069767441860466,1.198606265491629,70,98
1,146,love,0.152933364046146,0.5395348837209303,0.05714285714285714,0.02558139534883721,2.2337661464462846,70,15
1,2016,love,0.15128881627092527,0.5095681063122923,0.11428571428571428,0.07441860465116279,1.5357142650781253,70,40
1,1686,love,0.1510797388711163,0.4997674418604651,0.22857142857142856,0.26046511627906976,0.8775510170389941,70,128
1,146,wealth,0.2341638959931799,0.5338208653026428,0.08695652173913043,0.01715686274509804,5.068322685955652,92,15
1,868,wealth,0.2158198045484254,0.5736359761295823,0.29347826086956524,0.23284313725490197,1.260411893900364,92,122
1,654,wealth,0.20930260722201166,0.5442774936061381,0.0,0.012254901960784314,0.0,92,5
1,2044,wealth,0.20787809989191283,0.5249627024722933,0.03260869565217391,0.01715686274509804,1.9006210072333691,92,10
1,254,wealth,0.20419323671497583,0.518662084398977,0.03260869565217391,0.007352941176470588,4.4347820055653,92,6
1,2016,wealth,0.2033290530297563,0.5681212702472294,0.09782608695652174,0.07598039215686274,1.2875175146114106,92,40
1,668,wealth,0.1928695652173913,0.5005861040068202,0.010869565217391304,0.00980392156862745,1.1086955390869682,92,5
1,2505,wealth,0.192356884057971,0.5001998081841432,0.010869565217391304,0.022058823529411766,0.4927536008502425,92,10
1,819,wealth,0.1868489409141583,0.5027839940323955,0.021739130434782608,0.022058823529411766,0.985507201700485,92,11
1,275,wealth,0.18634057971014492,0.5034899829497017,0.021739130434782608,0.00980392156862745,2.2173910781739363,92,6
1,146,emotion,0.3555877449473003,0.6046751807350311,0.1414141414141414,0.0024937655860349127,56.707047967544476,99,15
1,868,emotion,0.23885477385193804,0.5716012997808508,0.2828282828282828,0.2344139650872818,1.2065334141523565,99,122
1,2625,emotion,0.21420202020202023,0.50643593037608,0.020202020202020204,0.007481296758104738,2.7003363393917432,99,5
1,335,emotion,0.21216979316979315,0.5089548855134891,0.04040404040404041,0.04239401496259352,0.953059989402538,99,21
1,1767,emotion,0.21095935164455676,0.5108063175394846,0.16161616161616163,0.20448877805486285,0.790342445014067,99,98
1,1716,emotion,0.21070357978993748,0.5107685332124234,0.1111111111111111,0.09975062344139651,1.1138888777221527,99,51
1,2483,emotion,0.20554401154401156,0.49513841658480057,0.010101010101010102,0.012468827930174564,0.8101009451309144,99,6
1,654,emotion,0.20393158999737113,0.506713015441195,0.010101010101010102,0.00997506234413965,1.01262616111049,99,5
1,1191,emotion,0.20105050505050506,0.4963852993778181,0.010101010101010102,0.017456359102244388,0.57864354549557,99,8
1,2467,emotion,0.20070384392293333,0.5092571601299781,0.16161616161616163,0.1770573566084788,0.9127898653810153,99,87
1,654,scandal,0.2223674488998159,0.6118209747242005,0.015151515151515152,0.009216589861751152,1.6439392155719892,66,5
1,2044,scandal,0.20558809813030426,0.5741691104594331,0.06060606060606061,0.013824884792626729,4.383838066740764,66,10
1,2016,scandal,0.15013328073952992,0.529325513196481,0.10606060606060606,0.07603686635944701,1.3948576492404487,66,40
1,868,scandal,0.1410643157276637,0.554915514592934,0.22727272727272727,0.2465437788018433,0.9218351704325904,66,122
