title,author,is_novel
"Festival and other Hymns for Church Tides and occasional services, together with litanies and carols, etc","Clarke, Samuel Childs",False
"Festival in commemoration of Robert Burns, and to promote a subscription to erect a national monument to his memory at Edinburgh: held ... in London ... May 5, 1819, etc [A list of toasts and words of songs sung at the dinner.]","Burns, Robert",False
Festival of Song: a series of Evenings with the Poets. Prepared by the author of 'Salad for the Solitary' ... (F. Saunders) . With ... pictures by Members of the National Academy of Design. Engraved by Bobbett and Hooper,"Saunders, Frederick",False
"Festive Gathering of the Early Settlers and Present Inhabitants of the Town of Virgil, Cortland County, N.Y. held ... on Thursday, the 25th day of August, 1853. Embracing a historic sketch of the town, by Nathan Bouton",,False
Festus. A poem ... Fifth edition,"Bailey, Philip James",False
Fettered for Life. A novel,"Barrett, Frank",True
"Fetterless, though Bound Together","Buxton, B. H. (Bertha H.)",True
Feudal Castles of France. (Western Provinces.) By the Author of 'Flemish Interiors' [Mrs. J. C. Byrne] . Illustrated from the author's sketches,"Byrne, Wm. Pitt, Mrs",False
Feudal England. Historical studies on the XIth and XIIth centuries,"Round, John Horace",False
"Feudal Manuals of English History, a series of popular sketches of our national history, compiled at different periods, from the thirteenth century to the fifteenth ... Edited from the original manuscripts by T. Wright","Wright, Thomas",False
"Feudal Tales, being a collection of romantic narratives and other poems [With coloured plates.]","Maxwell, Caroline",False
Feuilletons. By C. E. S. Reprinted ... from the 'World.',"S, C. E.",False
Fiammetta. A Summer Idyll,"Story, William Wetmore",True
Fickle Fortune in Ceylon. By F. E. F. P [enny],"P, F. E. F.",True
Fickle Phyllis [A novel.] Edited by G. D'Esterre,"D'Esterre, Gwen",True
"Fidelity, or Love at first sight. A tale. With other poems, etc","Parsons, William",False
"Fidelity, or, Love at first sight, a tale. With other poems. MS. notes [by the Author]",,False
"Fidelity: or, a Town to be let, unfurnished. A poem in six books","Hatton, George, of Manchester",False
Fides Laici [An English poem on the dissensions in the Church of England. By W. Forsyth.],,False
Field Geology ... With a section on Palæontology by A. J. Jukes-Browne,"Penning, William Henry",False
"Field Paths and Green Lanes: being country walks, chiefly in Surrey and Sussex. ... Illustrated with sketches by J. W. Whymper","Jennings, Louis John",False
"Field Sports of the North of Europe; comprised in a personal narrative of a residence in Sweden and Norway, in the years 1827-28. With numerous engravings","Lloyd, Llewellyn, sportsman",False
Field-Marshal Count Moltke's Letters from Russia. Translated by R. Napier,"Moltke, Helmuth Carl Bernhard von, count",False
"Fielding komischer Roman in vier Theilen, etc","Fielding, Henry",True
Fields of Fair Renown [A novel.],"Hocking, Joseph",True
Fierceheart the Soldier [A novel.],"Snaith, J. C. (John Collis)",True
Fiery Ordeal. By Tasma,Tasma,True
"Fiesole. A novel, etc","Ley, Beatrice",True
"Fife: Pictorial and Historical; its people, burghs, castles, and mansions","Millar, A. H. (Alexander Hastie)",False
"Fifiana: or, Memorials of the East of Fife [With a life of the author by Thomas Landale, and with plates, including portraits.]","Conolly, Matthew Forster",False
"Fifteen Hundred Miles an Hour [The story of a visit to the planet Mars.] Edited [or rather written] by C. Dixon, etc","Dixon, Charles, naturalist",True
"Fifteen Months' Pilgrimage through ... Khuzistan and Persia, in a journey from India to England, through parts of Turkish Arabia, Persia, Armenia, Russia, and Germany, etc","Stocqueler, J. H. (Joachim Hayward)",False
Fifteen Thousand Miles on the Amazon and its tributaries ... With map and wood engravings,"Brown, Charles Barrington, the Elder, Lidstone (William)",False
"Fifteen Years Ago: or the partriotism of Will County, etc","Woodruff, George H.",False
Fifteen Years among the Mormons: being the narrative of Mrs. M. E. V. Smith [Edited] by N. W. Green,"Smith, Mary Ettie V., Mrs",False
Fifteen years in India; or sketches of a soldier's life ... by an officer in His Majesty's service [R. G. W. i.e. R. G. Wallace],"Wallace, Robert Grenville",False
"Fifth (sixth) Annual Report of the Leeds Smithfield Club, for the annual exhibition of fat cattle, sheep, &c. at Leeds",Leeds Smithfield Club (Leeds),False
"Fifth Avenue to Alaska. ... With maps by L. F. Beckwith, etc","Pierrepont, Edward",False
Fifty 'Bab' Ballads [Selected from 'Bab Ballads' and 'More Bab Ballads.'] With illustrations by the author,"Gilbert, W. S. (William Schwenck)",False
Fifty Lyrical Ballads,"Bayly, Nathaniel Thomas Haynes",False
Fifty Perfect Poems. Selected and edited by C. A. Dana and Rossiter Johnson. With seventy illustrations,"Dana, Charles Anderson",False
Fifty Sonnets on various subjects,"Montagu, Montagu",False
Fifty Years Ago ... (A picture of society in this country as it was when the Queen ascended the throne.) With ... plates and woodcuts,"Besant, Walter",False
Fifty Years in Ceylon. An autobiography ... Edited by ... Annie Skinner. With a preface by Sir Monier Monier-Williams,"Skinner, Thomas, c.m.g",False
Fifty Years in South Africa ... Illustrated,"Nicholson, G., of Robertson, Cape Colony",False
Fifty Years of English Song. Selections from the poets of the reign of Victoria. Edited and arranged by H. F. Randolph,"Randolph, Henry F.",False
"Fifty Years on the Trail. A true story of Western Life. With ... illustrations, etc","O'Reilly, Harrington",False
Fifty Years' Recollections of Hull; or half-a-century of public life and ministry,"Sibree, James, minister of Salem Chapel, Hull",False
Fighting & Farming in South Africa,"Browning, Frederick George",False
Fighting for Favour: a romance,"Tarbet, W. G.",True
Fighting the Air. A novel,"Marryat, Florence",True
Fighting the Matabele [A novel.],"Chalmers, James",True
"Figures and Descriptions of the Palæozoic Fossils of Cornwall, Devon and West Somerset; observed in the course of the Ordnance Geological Survey of that district. By John Phillips, etc","Phillips, John, f.r.s",False
Figures of Characteristic British Fossils: with descriptive remarks. vol. 1. Palæozoic,"Baily, William Hellier",False
"Finland in the Nineteenth Century: by Finnish authors. Illustrated by Finnish artists. (Editor, L. Mechelin.)","Mechelin, Leopold Henrik Stanislaus",False
Finney's Walks round Macclesfield No. 3,"Finney, I. A.",False
"Finningley. A memorial addressed to his friends and parishioners by the Rev. G. H. Woodhouse, M.A, instituted to the Rectory, January 22, 1836","Woodhouse, Gervas Harvey",False
Fiona M'Iver: a romance of the Western Isles,"Jenkinson, Arthur",True
"Firdausi in Exile, and other poems","Gosse, Edmund",False
"Fire Island: being the adventures of uncertain naturalists in an unknown track, etc","Fenn, George Manville",False
Fire and Sword in the Sudan. A personal narrative of fighting and serving the Dervishes. 1879-1895 ... Translated by Major F. R. Wingate ... Illustrated by R. T. Kelly [With introductory note by J. Ohrwalder.],"Slatin, Rudolf Carl, Sir, k.c.m.g",False
Fireside Amusements [Verses.],"Cartwright, William, of Spalding",False
Fireside Education,"Goodrich, Samuel G. (Samuel Griswold)",False
Fireside Sketches from Swedish Life,"Baker, Sarah S. (Sarah Schoonmaker)",False
Fireside Tales,"Waugh, Edwin",False
First (-Third) Annual Report on the Geology of the State of Vermont,,False
"First (-eighth) Reading for lantern exhibitions of travels in the Eastern Island World, China, Loo-Choo, and Japan","Sutton, Frederick W.",False
First (-third) Report of the Record Commissioners relative to the Early Town Records,"Record Commissioners (Providence, Rhode Island)",False
"First (Second) Report, etc",Western Australian Association (London),False
First (second) Report on the Geology of the State of Maine. By Charles T. Jackson,,False
"First Annual Report of the Irish Catholic Schools at St. Giles's in the Fields; with an appendix, the regulations and list of subscribers","Irish Catholic Schools, Saint Giles' in the Fields (London)",False
First Annual Report of the Irish Catholic Schools. Second edition,"Irish Catholic Schools, Saint Giles' in the Fields (London)",False
First Book of Physical Geography [With illustrations],"Tarr, Ralph Stockman",False
First Davenport of Bramhall [A novel.],"Bradbury, Joseph",True
"First Flight, or, what a Hunting-Crop saw [A novel.], etc","Swan, Myra",True
"First Impressions and Studies from Nature in Hindostan; embracing an outline of the voyage to Calcutta, and five years' residence in Bengal and the Doáb from MDCCCXXXI to MDCCCXXXVI [With plates.]","Bacon, Thomas, f.s.a",False
First Impressions of England and its People,"Miller, Hugh",False
"First Impressions on a Tour upon the Continent in the summer of 1818, through parts of France, Italy, Switzerland, the borders of Germany, and a part of French Flanders [With plates.]","Baillie, Marianne",False
"First Impressions: a series of letters from France, Switzerland, and Savoy, written in 1833-4, and addressed to the Rev. H. Raikes, etc","Davies, John",False
"First Impressions; or, Trade in the West. A comedy in five acts [and in prose]","Smith, Horace",True
First Love and last Love. A tale of the Indian Mutiny,"Grant, James",True
"First Love: a comedy, etc","Cumberland, Richard",True
First Person Singular. A novel,"Murray, David Christie",True
"First Report of a Geological Reconnoissance of the Northern Counties of Arkansas, made during the years 1857 and 1858, by David Dale Owen ... assisted by William Elderhorst ... Edward T. Cox [With plates.]","Arkansas, Geological Survey",False
"First Steps in French History, Literature, and Philology, etc","Roget, François Frédéric",False
First Steps in the Physical and Classical Geography of the Ancient World. Thirteenth edition ... enlarged ... by T. Fawcett,"Pillans, James",False
First Steps in the Physical and Classical Geography of the ancient world,"Pillans, James",False
"First Teachings about the Earth; its lands and waters; its countries and States, etc","Ogle, M. J.",False
First Years in Europe,"Calvert, George Henry",False
First and Last. A novel,"White, F. Vernon",True
"First and Second Reports of the Bureau of Agriculture. ... Introduction to the resources of Tennessee. By J. B. Killebrew, ... assisted by J. M. Safford, etc [With a map by the latter.]","Tennessee, Bureau of Agriculture",False
"First anniversary address before the Association of American Geologists, at their second annual meeting in Philadelphia, ... with an abstract of the proceedings of the Association at their Sessions in 1840 and 1841","Hitchcock, Edward, President of Amherst College",False
"First annual Report of the U. C. of Colorado, including a history of the town of Greeley, from it's date of settlement to the present time. With map of Greeley, etc",,False
First impressions of England and its people,"Miller, Hugh",False
"First impressions, or, a day in India. A letter from an Assistant Surgeon, lately arrived in Calcutta [i.e. G. Turner]",India,False
"Fisher Life; or, the memorials of Cellardyke and the Fife Coast","Gourlay, George",False
Fishes of New Zealand. Catalogue with diagnoses of the species by F. W. Hutton. Notes on the edible fishes by J. Hector ... With ... plates,Dominion Museum (N.Z.),False
Fishing in Deep Waters [A novel.],"Rowlatt, Richard",True
Fit to be a Duchess: with other stories of courage and principle. Illustrated by E. H. Corbould and J. Absolon,"Smyth, Amelia Gillespie",False
Fitchburg in the War of the Rebellion,"Willis, Henry A.",False
"Fitz-Raymond, or the Rambler on the Rhine: a metrico-political sketch of past and present times ... By Caledonnicus",,True
Fitzgerald the Fenian: a novel,"Maginn, J. D.",True
Fitzwilliam Square. A lawn tennis lay [By W. F. Illustrated by Orpen.],"F, W.",False
Five Books of Song,"Gilder, Richard Watson",False
"Five Court Rolls of Great Cressingham in the County of Norfolk. Translated, with an introduction and notes, by H. W. Chandler",,False
"Five Miles off: or, the Finger-Post; a comedy, in three acts, etc [With a prologue and epilogue by George Colman.]","Dibdin, Thomas",False
"Five Months at Cairo and in Lower Egypt. Authorized translation from the French ... by William Conn. With additional notes by the author, etc","Charmes, Gabriel",False
Five Per Cent. An original comedietta in one act,"Hayes, Frederick William",False
Five Poems [With notes.],"Ripley, J. J.",False
"Five Thousand Miles in a Sledge: a mid-winter journey across Siberia ... With ... illustrations, etc","Gowing, Lionel F.",False
Five Weeks in Iceland,"De Fonblanque, Caroline Alicia",False
Five Years Residence in the Canadas; including a Tour through part of the United States of America in ... 1823,"Talbot, Edward Allen",False
Five Years in Canada,"Elkington, Walter M.",False
Five Years in China; from 1842 to 1847. With an account of the occupation of Labuan and Borneo by her Majesty's forces,"Forbes, Frederick Edwyn",False
"Five Years in Damascus ... With travels and researches in Palmyra, Lebanon, and the Hauran","Porter, Josias Leslie",False
Five Years in India: being an account of the adventures of Arthur Herbert in the land of 'Caste and Curries.',"Pulley, Louis Henry",False
"Five Years in Madagascar, with notes on the military situation","Maude, Francis Cornwallis",False
Five Years in Siam from 1891 to 1896 ... With maps and illustrations by the author,"Smyth, Herbert Warington",False
"Five Years in the West, or, How an inexperienced Young Man finds his occupation. By a Tenas Preacher",,True
Five Years of Granny Gladstone's Rule. A political satire [In verse.],"Hobley, Henry",False
Five Years of it [A novel.],"Austin, Alfred",True
"Five Years with the Congo Cannibals ... Illustrated, etc","Ward, Herbert, traveller",False
Five hundred questions on subjects requiring investigation in the social condition of natives [of India] . (Report ... read ... at a meeting of the Sociological Section of the Bethune Society.),"Long, James",False
Five years in Minnesota. Sketches of life in a western state,"Farrar, Maurice",False
"Five years of a hunter's life in the far interior of South Africa : with notices of the native tribes, and anecdotes of the chase of the lion, elephant, hippopotamus, giraffe, rhinoceros, &c","Gordon-Cumming, Roualeyn",False
"Five years' experience in Australia Felix, comprising a short account of its early settlement and its present position, with many particulars interesting to intending emigrants. ... With illustrations by H. Hainsselin","Haydon, George Henry",False
"Five years' residence in New Zealand; or, observations on colonization","Fuller, Francis, late Captain 59th Regiment",False
Five-Chimney Farm. A novel,"Hoppus, afterwards Marks, Mary A. M.",True
"Fjord, Isle, and Tor","Spender, Edward",False
Flamborough: Village and Headland. By various writers. Edited by R. Fisher,"Fisher, Robert, vicar of Sewerby, Grindall",False
Fleur-de-Lis. Leaves from French history,"Carr, Esther",False
Fleurs. A poem [By N. J. Hollingsworth.],,False
Flicks and Flings at Men and Things [In verse.],"Fairlie, Marcus",False
Flight [A novel.] (Fifth thousand.),"Britton, John James",True
Flights inside and outside Paradise. By a Penitent Peri,"Pearson, George Cullen",True
"Floating Spars [Verses. With a memoir of the author, signed, H. N. P.]","Tindale, Thomas Plumpton",False
Flora Cheviot: A novel,"De Jongh, Anna M.",True
"Flora Macdonald, the Maid of Skye. A romance of the '45","Phillips, J. Gordon",True
Flora Macdonald; or the wanderings of Prince Charlie. A romance of the White Cockade. By 'Lenore.',,True
"Flora's Feast. A masque of flowers, penned & pictured by Walter Crane","Crane, Walter",False
Flora's Vagaries; a comedy [in five acts and in prose. By R. Rhodes],,False
"Floral Fancies, etc [In verse.]","Lockett, Joseph",False
Floral Poetry and the language of flowers. With coloured illustrations [The editor's preface is signed J. H. S.],"S, J. H.",False
Florence,"Hare, Augustus John Cuthbert",True
Florence Manvers,"Bunbury, Selina",True
"Florence Sackville, or Self-Dependence: an autobiography [A novel.]","Burbury, E. J.",True
Florence Templar,"Vidal, Francis, Mrs",True
Florence the Beautiful [A novel.],"Cochrane, Alexander Dundas Ross, afterwards Cochrane-Wishart-Baillie (Alexander Dundas Ross) Baron Lamington",True
Florence the new capital of Italy,"Weld, Charles Richard",False
Florence: a tale,"Hammond, M. E.",True
"Florence; or, Loyal quand même","Armstrong, Frances Charlotte",True
Florian's Husband [A novel by Barbara Gunn.],,True
"Florida Breezes; or, Florida, new and old","Long, Ellen Call",False
Florida Days ... Illustrated by Louis K. Harlow,"Deland, Margaret Wade Campbell",False
"Florida for Tourists, Invalids and Settlers ... With map and illustrations","Barbour, George M.",False
"Florida portrayed: its sections, climate, productions, resources, etc. With practical hints to intending settlers [By R. C. Long and others.]",,False
"Florida, South Carolina and Canadian Phosphates, etc","Millar, C. C. Hoyer",False
"Florida: its resources and natural advantages for the emigrant, ... the manufacturer. Compiled ... by ... J. W. G","Gambier, J. W. (James William)",False
"Florida: its scenery, climate, and history, etc","Lanier, Sidney Clopton",False
"Florien : a tragedy in five acts, and other poems","Merivale, Herman Charles",False
Florimel Jones. A novel. By T. U,"U, T.",True
Florimel: a tale [in verse] of the thirteenth century,,False
"Florine, Princess of Burgundy: a tale of the first Crusaders","Maccabe, William Bernard",True
"Florio: a tale for fine gentlemen and fine ladies: and, The Bas Bleu; or, conversation: two poems","More, Hannah",False
"Florio: a tale, for fine gentlemen and fine ladies: and, The Bas Bleu; or, conversation: two poems","More, Hannah",False
"Florizel and Perdita : A dramatic pastoral, in three acts. Altered from The Winter's Tale of Shakespear","Garrick, David",False
"Flotsam, the study of a life","Merriman, Henry Seton",False
Flower Legends from Many Lands [In verse.],"Deas, Lizzie",False
Flower and Leaf: their teachings from the poets. Selected and arranged by E. D. Adams,"Adams, Estelle Davenport",False
"Flowers I bring and Songs I sing ... Poems by E. Bland, H. M. Burnside, A. Scanes","Nesbit, E. (Edith)",False
Flowers and their emblems: by a Lily of the Field,,False
"Flowers by the wayside, for little pilgrims; Katy, a tale of the Litany; and other poems","Mansell, Mrs",False
"Flowers of Fancy, exhibited in a collection of similes taken from various authors and alphabetically arranged, etc","Schultes, Henry",False
Flowers of Friendship: original and selected poems on the subject of Christian Friendship ... By J. F. Thorpe ... and another,"Thorpe, John Frederic",False
"Flowers of Paradise. Music, verse, design & illustration by R. F. Hallward","Hallward, Reginald Francis",False
"Flowers of Song. A choice selection from the poets, with illustrations and an introduction by F. E. Weatherly",,False
Flowers of many Hues. Original poems by various authors. Edited by F. K,"Kempster, Frederick",False
"Flowers, Earth's silent voices. Sketched and painted by S. G [and accompanied with select verses]","Gordon, Sophina",False
Flying Leaves from East and West,"Pfeiffer, Emily",False
Flying South. Recollections of France and its littoral. By Vacuus Viator,,False
Flying from a Shadow. A work of wanderings [In verse.] vol. 1,"Moore, Frank Frankfort",False
Foggerty's Fairy and other tales,"Gilbert, W. S. (William Schwenck)",False
Foiled [A novel.],"Henniker, Florence",True
Folia caduca. Verses to three grandchildren. (1880-1893.) By J. P. M [i.e. James P. Muirhead],"M, J. P.",False
"Foliorum Centuriæ. Selections for Translations into Latin and Greek prose, chiefly from the University and College Examination Papers","Holden, Hubert Ashton",False
"Foliorum Silvula. Selections for translation into Latin and Greek Verse, chiefly from the University and College Examination Papers","Holden, Hubert Ashton",False
"Folk Songs, selected and edited by J. W. P. ... New edition ... enlarged. F.P","Palmer, John Williamson",False
Following the Equator. A journey around the world [With a portrait.],"Clemens, Samuel Langhorne",False
"Following the Flag. Jottings of a jaunt round the world ... With ... illustrations, etc","Leverhulme, William Hesketh Lever, Viscount",False
Following the Guidon ... Illustrated [On George A. Custer and the Washita campaign of 1868-69. With a portrait.],"Custer, Elizabeth Bacon",False
Folly Morrison. A novel,"Barrett, Frank",True
Folly. A novel,"Sears, Newton, Mrs",True
Fontnell S. Chad. A reminiscence [A tale.],,True
Fooled by a Woman. A novel,"Kennard, Mary E., Mrs",True
Foolish Margaret. A novel,"Speight, Thomas Wilkinson",True
Fools of Fortune [A novel.],"Boyle, Frederick",True
Foote's Prologue detected : with a miniature prose epilogue of his manner of speaking it,Philo-Technicus Miso-Mimides,False
Footprints [Verses.] By C. S. S,"S, C. S.",False
Footprints in the Snow. A novel,"Russell, Dora",True
"Footprints of the Lion, and other stories of travel ... With ... illustrations from photographs, etc","Blaksley, J. (John)",False
Footprints on the Road,"Kent, William Charles Mark",False
"Footprints: old and new; or, a nun's mission. By L. Y. B","B, L. Y.",False
Footsteps behind him. A novel,"Stewart, William J.",True
"Footsteps of Proserpine, and other verses and interludes","Howard, Henry Newman",False
"Footsteps of one departed; or specimens in verse and prose. From the papers of a gentleman lately deceased. Selected by his brother, for the use of friends",,False
"Footsteps of our Lord and his Apostles in Syria, Greece and Italy, etc [With illustrations and plates.]","Bartlett, William Henry",False
"Footsteps to History: being an epitome of the histories of England and France, embracing the cotemporaneous periods from the fifth to the nineteenth century, etc","Anthony, Louisa",False
"For Abigail. A west country story, etc","Hocking, Silas Kitto",True
For Auld Lang Syne; a nineteenth century story ... Illustrated by E. M. Taylor,"Weber, Alice",True
For Beauty's Sake. A novel,,True
"For Better, for Worse [A novel.]","Roy, Gordon, pseudonym [i.e. Helen Wallace]",True
"For Better, for Worse: a Romance of the Affections. Edited by E. Y","Yates, Edmund Hodgson",True
For Erica's Sake,"Shepherd, Mary Elizabeth",True
"For Ever and Ever; a drama of life, etc","Marryat, Florence",False
"For Faith and Freedom ... With illustrations, etc","Besant, Walter",False
For Freedom's Sake,"Paterson, Arthur",True
For God and Gold,"Corbett, Julian Stafford, Sir",False
For God and Humanity. A romance of Mount Carmel,"Smith, Haskett",True
For God and the Czar! [A tale.] ... Fourth thousand,"Muddock, afterwards Preston-Muddock, Joyce Emmerson",True
For Good or Evil [A novel.],"Lyon, Gilberta M. F.",True
For Hal's Sake [A tale.],"Manifold, Amy",True
For Her Life: a story of St. Petersburg,"Savage, Richard Henry",True
For Her Sake. A tale of life in Ireland,"Roy, Gordon, pseudonym [i.e. Helen Wallace]",True
For His Friend. A novel,"Williams, E. M. Abdy",True
For His Sake. A novel,"Alexander, Mrs",True
For Honour and Life. A tale of the Terror,"Westall, William",True
"For King and Country, or Kintail Place, etc","Nutt, Jane A.",True
For King and Kent. 1648. A true story of the Great Rebellion ... With notes,"Colomb, George Hatton",False
"For Lack of Gold. A novel, etc","Gibbon, Charles",True
For Liberty's Sake [A novel.],"Marsh, John B.",True
For Liberty: the chronicles of a Jacobin,"Nisbet, Hume",True
For Life and Love. A story of the Rio Grande,"Savage, Richard Henry",True
For Lilias. A novel,"Carey, Rosa Nouchette",True
For Love and Duty. A romance of the peerage,"Thornton, Elmond Garth",True
For Love and Liberty [A romance.],"Harcourt, Alfred",True
For Love and Life,"Oliphant, Mrs (Margaret)",True
For Love of Prue [A novel.],"Keith, Leslie, pseudonym [i.e. Grace L. Keith Johnston]",True
"For Love of a Bedouin Maid. ... With ... illustrations, etc",,True
For Love or Gold [A novel.],"Arnold, Henry, Mrs",True
For Love or Money. A novel ... Second edition,"Fullom, Stephen Watson",True
"For Lust of Gold. A romance, etc","Watson, Aaron",True
For Maimie's Sake. A tale of love and dynamite,"Allen, Grant",True
For Marjory's Sake: a story of South Australian country life,"Waterhouse, John, Mrs",True
For Mrs. Grundy's Sake. A novel,"Douglas, Maud Isidore",True
For Name and Fame. A novel,"Church, A. B., Mrs",True
For One Man's Pleasure. A novel,"Harrison, Nellie Fortescue",True
For One and the World. A novel,"Edwards, Matilda Barbara Betham",True
For Prince and People: a tale of old Genoa,"Sanders, Ella King",True
For Somebody's Sake. A novel,"Drewry, Edith Stewart",True
For Stark Love and Kindness. A story of Flodden,"Macdonald, N. Allan",True
For True Love's Sake. A tale of Paris,"Borlase, James Skipp",True
For Value Received,"Cobb, Thomas",False
For a King! An historical romance,"Sharowood, T. S.",True
For her Sake,"Robinson, Frederick William",True
For her dear Sake,"Hay, Mary Cecil",True
"For his Country's Sake; or, Esca: British prince at the court of Trajan, etc","Black, L. M. P.",True
For such is Life [A novel.],"Hocking, Silas Kitto",True
"For the Defence. A realistic ... story, etc","Farjeon, B. L. (Benjamin Leopold)",True
For the Good of the Family [A novel.],"Eyre, Kate",True
"For the Honour of the Flag. A story of our sea fights with the Dutch, etc","Robinson, Charles Napier",False
For the King's Dues [A novel.],"Macdonell, Agnes",True
For the Life of Others. A novel,"Cardella, G., pseudonym [i.e. Ada Barnett]",True
For the Religion: being the records of Blaise de Bernauld [A tale.],"Drummond, Hamilton",True
For the Sake of the Family,"Crommelin, Maria Henrietta de la Cherois",True
For the White Rose of Arno,"Rhoscomyl, Owen",True
"For the mercantile community in general, this poem of Sillylaw, was written by their comic and laughter-loving yet satiric-joker Reltha. Few MS. notes",,False
"Forbbiden to Wed, etc [A novel.]","Varley, afterwards Banks, Isabella",True
Forbidden by Law: a novel,"Griffiths, Arthur",True
Forbidden to marry ... A novel,"Varley, afterwards Banks, Isabella",True
Forbury Hill: a poem,,False
"Ford's Handbook to the Lakes, comprising an itinerary of routes, a correct description of the towns, villages, seats & scenery, etc. (Sixth edition.)","Ford, William, curate of Wythburn, Keswick",False
Fordham's Feud,"Mitford, Bertram",True
Foreign Scenes and Travelling Recreations,"Howison, John",False
Foreign Travel in the years 1854 and 1855 [By T. O. Lomax.],,False
Forest Keep [A novel. By A. King.],,True
"Forest Life and Forest Trees comprising winter camp-life among the loggers, and wildwood adventure, etc","Springer, John S.",False
Forest Life in Acadie. Sketches of sport and natural history in the Canadian Dominion,"Hardy, Campbell",False
Forest Life in Ceylon. (Appendix. Four dialogues between a Budhist and a Christian.),"Knighton, William, ll.d",False
Forest Pictures in the Adirondacks. With Original Poems by Alfred B. Street,"Hows, John Augustus",False
"Forest Scenes and Incidents in the wilds of North America, being a diary of a winter's route from Halifax to the Canadas, and during four months residence in the woods on the border of Lakes Huron and Simcoe","Head, George, Sir",False
"Forest, Lake, and Prairie. Twenty years of frontier life in Western Canada. 1842-62","Macdougall, John, of Morley, Alberta",False
"Forestalled; or, the Life-Quest","Edwards, Matilda Barbara Betham",True
"Forestwyk; or, Ten years after","Bayly, Elisabeth Boyd",True
"Forfarshire illustrated: being views of gentlemen's seats, antiquities, and scenery ... with descriptive and historical notices",,False
Forget Me Nots of Promise. Texts from Scripture and verses by F. R. Havergal,"Havergal, Frances Ridley",False
Forget-Me-Nots [In verse.],"Shaw, Gertrude E.",False
Forget-me-nots [Tales. With preface by C. W. W.],"Kavanagh, Julia",False
Forging the Fetters,"Alexander, Mrs",True
Forgiveness. A novel,"Bateman, Jane Carr",True
Forgotten by the World [A novel. By Katharine Sarah Macquoid.],,True
Form of Consecration of a Church in the Diocese of Ripon. By authority,,False
"Formby Reminiscences, etc","Jacson, Catherine",False
Forreston [A novel.],"Tempest, Newton",True
Forsaking All Others. A novel,"Pickering, Emma",True
Fortunatus the Pessimist [A poem.] Second edition,"Austin, Alfred",False
Fortune's Favourite [A novel.],"Worboise, Emma Jane",True
Fortune's Fingers [A novel.],"Wickham, A. E.",True
Fortune's Football: a historical tale,"Meeker, Ogden, Mrs",True
Fortune's Footballs,"Burgin, G. B. (George Brown)",True
"Fortune's Frolic: a farce, etc","Allingham, John Till",False
Fortune's Gate [A tale.],"Saint Aubyn, Alan, pseudonym [i.e. Mrs Frances Marshall]",True
"Forty Days in the Desert on the track of the Israelites; or, a Journey from Cairo by Wady Feiran to Mount Sinai and Petra. By the author of 'Walks about Jerusalem' [i.e. William Henry Bartlett.] Third edition [With illustrations and plates.]",,False
Forty Days in the Holy Land. Before and After ... With ... illustrations,"Mitchell, Elizabeth Harcourt",False
Forty Thousand Miles over Land and Water. The Journal of a tour through the British Empire and America ... With ... illustrations ... Second edition,"Vincent, Ethel Gwendoline, Lady",False
"Forty Winks: an operatic absurdity, in one act. Written by F. C. Smale. Composed by G. H. Stone","Smale, Edith C.",False
"Forty Years in China; or, China in transition ... Illustrated [With a portrait.]","Graves, R. H.",False
"Forty Years in New Zealand: including a personal narrative, an account of Maoridom, and of the Christianization and colonization of the country [With plates, including a portrait.]","Buller, James, Wesleyan minister",False
"Forty Years in a Moorland Parish, reminiscences and researches in Danby in Cleveland ... With maps. (Second edition.)","Atkinson, John Christopher",False
Forty Years of American Life,"Nichols, Thomas Low",False
"Forty-six Months with the Fourth R.I. Volunteers, in the War of 1861 to 1865. Comprising a history of its marches, battles, etc","Allen, George H., corporal",False
Foscari and Julian. Tragedies [in five acts and in verse],"Mitford, Mary Russell",False
"Fossil Men and their Modern Representatives. An attempt to illustrate the characters and condition of prehistoric men in Europe, by those of the American races","Dawson, John William, Sir",False
"Fotheringhay and Mary, Queen of Scots ... With illustrations ... and ... portraits of Mary ... now first published","Bede, Cuthbert, pseudonym [i.e. Edward Bradley]",False
"Foul Weather Jack: being the Narrative of the Hon. John Byron, etc","Byron, John",False
Found Dead [A novel.],,True
Found Guilty. A novel,"Barrett, Frank",True
"Found Out, a novel ... 103rd thousand","Mathers, afterwards Reeves, Helen Buckingham",True
Found and Fettered. A series of thrilling detective stories,"Donovan, Dick, pseudonym [i.e. Joyce Emmerson Muddock]",False
Foundation and Objects. Rules and By-Laws. List of Members,"Royal Society Club (London, England)",False
Foundations & Objects. Rules & by-laws. List of members,"Royal Society Club (London, England)",False
"Founding of Washington City, History of the acquirement of its territory in 1791, division by streets and avenues into reservations, squares, etc","Thatcher, Erasmus",False
"Four Books of choice old Scottish Ballads, 1823-1844 [Edited by T. G. S, i.e. Thomas George Stevenson.]","S, T. G.",False
Four Days in Connemara,"Neave, Digby, Sir, Baronet",True
Four Ghost Stories,"Molesworth, Mrs",False
"Four Lectures on Geology and Mining, etc [With a plate.]","Henwood, George",False
Four Months among the Gold-Finders in Alta California: being the diary of an expedition from San Francisco to the gold districts,"Brooks, J. Tyrwhitt, M.D., pseudonym [i.e. Henry Vizetelly]",False
